FIPS,fyDeclared,incidentType,count
18175,2005,Snowstorm,1
18175,2008,Severe Storm,2
18175,2009,Severe Storm,1
18175,2011,Severe Storm,1
18175,2012,Severe Storm,1
18175,2020,Biological,2
18177,2003,Severe Storm,1
18177,2005,Hurricane,1
18177,2005,Severe Storm,1
18177,2005,Snowstorm,1
18177,2008,Severe Storm,2
18177,2011,Severe Storm,1
18177,2020,Biological,2
18179,2001,Snowstorm,1
18179,2003,Severe Storm,1
18179,2004,Severe Storm,1
18179,2005,Hurricane,1
18179,2005,Severe Storm,1
18179,2007,Snowstorm,1
18179,2020,Biological,2
18181,2001,Snowstorm,1
18181,2003,Severe Storm,1
18181,2004,Severe Storm,1
18181,2005,Hurricane,1
18181,2005,Severe Storm,1
18181,2007,Snowstorm,1
18181,2008,Severe Storm,1
18181,2009,Severe Storm,1
18181,2014,Severe Storm,1
18181,2018,Flood,1
18181,2020,Biological,2
18181,2023,Severe Storm,1
18183,2001,Snowstorm,1
18183,2003,Severe Storm,1
18183,2004,Severe Storm,1
18183,2005,Hurricane,1
18183,2005,Severe Storm,1
18183,2007,Snowstorm,1
18183,2008,Severe Storm,1
18183,2009,Severe Storm,1
18183,2014,Severe Storm,1
18183,2020,Biological,2
19000,2014,Flood,1
19000,2019,Flood,1
19000,2020,Biological,5
19000,2020,Severe Storm,1
19001,2004,Severe Storm,1
19001,2005,Hurricane,1
19001,2007,Snowstorm,1
19001,2008,Severe Ice Storm,1
19001,2008,Severe Storm,1
19001,2010,Severe Storm,2
19001,2018,Severe Storm,1
19001,2019,Flood,1
19001,2020,Biological,2
19003,2004,Severe Storm,1
19003,2005,Hurricane,1
19003,2008,Severe Ice Storm,1
19003,2008,Severe Storm,1
19003,2010,Severe Storm,2
19003,2014,Severe Storm,1
19003,2019,Flood,1
19003,2020,Biological,2
19005,2001,Severe Storm,1
19005,2002,Flood,1
19005,2004,Severe Storm,1
19005,2005,Hurricane,1
19005,2007,Severe Storm,1
19005,2008,Severe Storm,1
19005,2013,Severe Storm,1
19005,2014,Flood,1
19005,2015,Severe Storm,1
19005,2016,Flood,1
19005,2017,Flood,1
19005,2017,Severe Storm,1
19005,2019,Flood,1
19005,2020,Biological,2
19007,2004,Severe Storm,1
19007,2005,Hurricane,1
19007,2007,Severe Storm,1
19007,2008,Severe Ice Storm,1
19007,2008,Severe Storm,1
19007,2010,Severe Storm,1
19007,2013,Flood,1
19007,2013,Severe Storm,1
19007,2015,Severe Storm,1
19007,2019,Flood,1
19007,2020,Biological,2
19007,2022,Severe Storm,1
19009,2004,Severe Storm,1
19009,2005,Hurricane,1
19009,2007,Severe Storm,1
19009,2007,Snowstorm,1
19009,2008,Severe Storm,1
19009,2010,Severe Storm,3
19009,2013,Severe Storm,1
19009,2014,Severe Storm,1
19009,2019,Flood,1
19009,2020,Biological,2
19009,2022,Severe Storm,1
19011,2002,Flood,1
19011,2004,Severe Storm,1
19011,2005,Hurricane,1
19011,2007,Severe Storm,1
19011,2008,Severe Storm,1
19011,2011,Severe Storm,1
19011,2013,Severe Storm,2
19011,2017,Flood,1
19011,2020,Biological,2
19011,2020,Severe Storm,1
19013,2004,Severe Storm,1
19013,2005,Hurricane,1
19013,2007,Severe Storm,1
19013,2008,Severe Storm,1
19013,2009,Severe Storm,1
19013,2010,Severe Storm,1
19013,2014,Severe Storm,1
19013,2017,Flood,1
19013,2020,Biological,2
19015,2004,Severe Storm,1
19015,2005,Hurricane,1
19015,2007,Severe Storm,2
19015,2008,Severe Storm,1
19015,2010,Severe Storm,2
19015,2019,Flood,1
19015,2020,Biological,2
19015,2020,Severe Storm,1
19017,2004,Severe Storm,1
19017,2005,Hurricane,1
19017,2007,Severe Storm,1
19017,2008,Severe Storm,1
19017,2017,Flood,1
19017,2017,Severe Storm,1
19017,2019,Flood,1
19017,2020,Biological,2
19019,2001,Severe Storm,1
19019,2002,Flood,1
19019,2004,Severe Storm,1
19019,2005,Hurricane,1
19019,2007,Severe Storm,1
19019,2008,Severe Storm,1
19019,2010,Severe Storm,1
19019,2013,Severe Storm,2
19019,2014,Flood,1
19019,2017,Flood,1
19019,2017,Severe Storm,1
19019,2018,Severe Storm,1
19019,2019,Flood,1
19019,2020,Biological,2
19021,2004,Severe Storm,1
19021,2005,Hurricane,1
19021,2007,Snowstorm,1
19021,2010,Severe Storm,3
19021,2011,Severe Storm,1
19021,2013,Severe Storm,1
19021,2014,Flood,1
19021,2018,Severe Storm,1
19021,2019,Flood,1
19021,2020,Biological,2
19021,2022,Severe Storm,1
19023,2004,Severe Storm,1
19023,2005,Hurricane,1
19023,2007,Severe Storm,1
19023,2008,Severe Storm,1
19023,2010,Severe Storm,1
19023,2013,Severe Storm,2
19023,2014,Flood,1
19023,2014,Severe Storm,1
19023,2015,Severe Storm,1
19023,2017,Flood,1
19023,2019,Flood,1
19023,2020,Biological,2
19025,2001,Severe Storm,1
19025,2004,Severe Storm,1
19025,2005,Hurricane,1
19025,2007,Severe Storm,2
19025,2010,Severe Storm,3
19025,2019,Flood,1
19025,2020,Biological,2
19025,2022,Severe Storm,1
19027,2004,Severe Storm,1
19027,2005,Hurricane,1
19027,2007,Snowstorm,1
19027,2008,Severe Storm,1
19027,2010,Severe Storm,2
19027,2019,Flood,1
19027,2020,Biological,2
19029,2004,Severe Storm,1
19029,2005,Hurricane,1
19029,2007,Severe Storm,1
19029,2007,Snowstorm,1
19029,2008,Severe Storm,1
19029,2010,Severe Storm,2
19029,2019,Flood,1
19029,2020,Biological,2
19029,2022,Severe Storm,1
19031,2002,Flood,1
19031,2004,Severe Storm,1
19031,2005,Hurricane,1
19031,2007,Severe Storm,1
19031,2008,Severe Ice Storm,1
19031,2008,Severe Storm,1
19031,2013,Flood,1
19031,2013,Severe Storm,1
19031,2014,Severe Storm,1
19031,2020,Biological,2
19031,2020,Severe Storm,1
19033,2004,Severe Storm,1
19033,2005,Hurricane,1
19033,2008,Severe Storm,1
19033,2017,Flood,1
19033,2018,Severe Storm,1
19033,2020,Biological,2
19035,2005,Hurricane,1
19035,2007,Severe Storm,1
19035,2007,Snowstorm,1
19035,2008,Severe Storm,1
19035,2010,Severe Storm,3
19035,2011,Severe Storm,1
19035,2013,Severe Storm,1
19035,2014,Flood,1
19035,2018,Severe Storm,1
19035,2019,Flood,1
19035,2020,Biological,2
19035,2022,Severe Storm,1
19037,2004,Severe Storm,1
19037,2005,Hurricane,1
19037,2007,Severe Storm,1
19037,2008,Severe Storm,1
19037,2013,Severe Storm,1
19037,2014,Flood,1
19037,2016,Flood,1
19037,2017,Flood,1
19037,2017,Severe Storm,1
19037,2018,Severe Storm,1
19037,2020,Biological,2
19039,2005,Hurricane,1
19039,2007,Severe Storm,1
19039,2008,Severe Ice Storm,1
19039,2008,Severe Storm,1
19039,2010,Severe Storm,1
19039,2014,Severe Storm,1
19039,2020,Biological,2
19041,2004,Severe Storm,1
19041,2005,Hurricane,1
19041,2007,Snowstorm,1
19041,2010,Severe Storm,3
19041,2011,Severe Storm,1
19041,2013,Severe Storm,1
19041,2014,Flood,1
19041,2018,Severe Storm,1
19041,2019,Flood,1
19041,2020,Biological,2
19043,2001,Severe Storm,1
19043,2002,Flood,1
19043,2004,Severe Storm,1
19043,2005,Hurricane,1
19043,2008,Severe Storm,1
19043,2010,Severe Storm,1
19043,2013,Severe Storm,2
19043,2015,Severe Storm,1
19043,2016,Flood,1
19043,2017,Flood,1
19043,2017,Severe Storm,1
19043,2019,Flood,1
19043,2020,Biological,2
19045,2001,Severe Storm,1
19045,2002,Flood,1
19045,2004,Severe Storm,1
19045,2005,Hurricane,1
19045,2007,Severe Storm,1
19045,2008,Severe Ice Storm,1
19045,2008,Severe Storm,1
19045,2013,Flood,1
19045,2019,Flood,1
19045,2020,Biological,2
19045,2020,Severe Storm,1
19047,2005,Hurricane,1
19047,2007,Severe Storm,1
19047,2007,Snowstorm,1
19047,2008,Severe Storm,1
19047,2010,Severe Storm,2
19047,2013,Severe Storm,1
19047,2014,Severe Storm,1
19047,2019,Flood,1
19047,2020,Biological,2
19049,2004,Severe Storm,1
19049,2005,Hurricane,1
19049,2007,Severe Storm,1
19049,2008,Severe Storm,1
19049,2010,Severe Storm,2
19049,2015,Severe Storm,1
19049,2018,Severe Storm,1
19049,2019,Flood,1
19049,2020,Biological,2
19049,2020,Severe Storm,1
19051,2004,Severe Storm,1
19051,2005,Hurricane,1
19051,2007,Severe Storm,1
19051,2008,Severe Ice Storm,1
19051,2008,Severe Storm,1
19051,2010,Severe Storm,1
19051,2013,Flood,1
19051,2013,Severe Storm,1
19051,2015,Severe Storm,1
19051,2019,Flood,1
19051,2020,Biological,2
19051,2022,Severe Storm,1
19053,2005,Hurricane,1
19053,2007,Severe Storm,1
19053,2008,Severe Ice Storm,1
19053,2008,Severe Storm,1
19053,2010,Severe Storm,1
19053,2013,Flood,1
19053,2014,Severe Storm,1
19053,2019,Flood,1
19053,2020,Biological,2
19055,2002,Flood,1
19055,2004,Severe Storm,1
19055,2005,Hurricane,1
19055,2008,Severe Storm,1
19055,2010,Severe Storm,1
19055,2013,Severe Storm,2
19055,2017,Flood,1
19055,2018,Severe Storm,1
19055,2020,Biological,2
19057,2001,Severe Storm,1
19057,2002,Flood,1
19057,2004,Severe Storm,1
19057,2005,Hurricane,1
19057,2007,Severe Storm,1
19057,2008,Severe Storm,1
19057,2010,Severe Storm,1
19057,2013,Flood,1
19057,2013,Severe Storm,1
19057,2014,Severe Storm,1
19057,2015,Severe Storm,1
19057,2017,Flood,1
19057,2019,Flood,1
19057,2020,Biological,2
19059,2005,Hurricane,1
19059,2007,Snowstorm,1
19059,2010,Severe Storm,2
19059,2011,Severe Storm,1
19059,2013,Severe Storm,1
19059,2014,Flood,1
19059,2018,Severe Storm,1
19059,2019,Flood,1
19059,2020,Biological,2
19061,2001,Severe Storm,1
19061,2002,Flood,1
19061,2004,Severe Storm,1
19061,2005,Hurricane,1
19061,2008,Severe Storm,1
19061,2010,Severe Storm,1
19061,2011,Severe Storm,1
19061,2017,Severe Storm,1
19061,2020,Biological,2
19063,2005,Hurricane,1
19063,2007,Snowstorm,1
19063,2010,Severe Storm,3
19063,2014,Flood,1
19063,2018,Severe Storm,1
19063,2019,Flood,1
19063,2020,Biological,2
19063,2022,Severe Storm,1
19065,2002,Flood,1
19065,2004,Severe Storm,1
19065,2005,Hurricane,1
19065,2007,Severe Storm,1
19065,2008,Severe Storm,1
19065,2010,Severe Storm,1
19065,2013,Severe Storm,1
19065,2014,Flood,1
19065,2016,Flood,1
19065,2017,Flood,1
19065,2017,Severe Storm,1
19065,2019,Flood,1
19065,2020,Biological,2
19067,2004,Severe Storm,1
19067,2005,Hurricane,1
19067,2007,Severe Storm,1
19067,2008,Severe Storm,1
19067,2013,Severe Storm,1
19067,2016,Flood,1
19067,2017,Flood,1
19067,2018,Severe Storm,1
19067,2019,Flood,1
19067,2020,Biological,2
19067,2022,Severe Storm,1
19069,2004,Severe Storm,1
19069,2005,Hurricane,1
19069,2007,Severe Storm,1
19069,2008,Severe Storm,1
19069,2010,Severe Storm,2
19069,2013,Severe Storm,1
19069,2014,Flood,1
19069,2017,Flood,1
19069,2019,Flood,1
19069,2020,Biological,2
19069,2022,Severe Storm,1
19071,2004,Severe Storm,1
19071,2005,Hurricane,1
19071,2007,Severe Storm,1
19071,2008,Severe Ice Storm,1
19071,2008,Severe Storm,1
19071,2010,Severe Storm,1
19071,2011,Flood,1
19071,2019,Flood,1
19071,2020,Biological,2
19073,2004,Severe Storm,1
19073,2005,Hurricane,1
19073,2007,Severe Storm,1
19073,2007,Snowstorm,1
19073,2008,Severe Storm,1
19073,2010,Severe Storm,1
19073,2013,Severe Storm,1
19073,2019,Flood,1
19073,2020,Biological,2
19073,2020,Severe Storm,1
19073,2022,Severe Storm,1
19075,2001,Severe Storm,1
19075,2004,Severe Storm,1
19075,2005,Hurricane,1
19075,2007,Severe Storm,1
19075,2008,Severe Storm,1
19075,2013,Severe Storm,2
19075,2014,Severe Storm,1
19075,2020,Biological,2
19075,2020,Severe Storm,1
19077,2004,Severe Storm,1
19077,2005,Hurricane,1
19077,2007,Snowstorm,1
19077,2008,Severe Storm,1
19077,2010,Severe Storm,3
19077,2015,Severe Storm,1
19077,2019,Flood,1
19077,2020,Biological,2
19077,2020,Severe Storm,1
19077,2022,Severe Storm,1
19079,2004,Severe Storm,1
19079,2005,Hurricane,1
19079,2007,Severe Storm,1
19079,2008,Severe Storm,1
19079,2010,Severe Storm,1
19079,2014,Severe Storm,1
19079,2018,Severe Storm,1
19079,2019,Flood,1
19079,2020,Biological,2
19079,2022,Severe Storm,1
19081,2004,Severe Storm,1
19081,2005,Hurricane,1
19081,2007,Snowstorm,1
19081,2008,Severe Storm,1
19081,2014,Flood,1
19081,2018,Severe Storm,1
19081,2019,Flood,1
19081,2020,Biological,2
19081,2022,Severe Storm,1
19083,2004,Severe Storm,1
19083,2005,Hurricane,1
19083,2007,Severe Storm,1
19083,2008,Severe Storm,1
19083,2010,Severe Storm,1
19083,2013,Severe Storm,1
19083,2014,Severe Storm,1
19083,2019,Flood,1
19083,2020,Biological,2
19083,2020,Severe Storm,1
19085,2005,Hurricane,1
19085,2007,Severe Storm,1
19085,2007,Snowstorm,1
19085,2008,Severe Storm,1
19085,2010,Severe Storm,2
19085,2011,Flood,1
19085,2019,Flood,1
19085,2020,Biological,2
19087,2001,Severe Storm,1
19087,2002,Flood,1
19087,2004,Severe Storm,1
19087,2005,Hurricane,1
19087,2007,Severe Storm,1
19087,2008,Severe Storm,1
19087,2010,Severe Storm,1
19087,2013,Severe Storm,1
19087,2019,Flood,1
19087,2020,Biological,2
19089,2004,Severe Storm,1
19089,2005,Hurricane,1
19089,2007,Severe Storm,1
19089,2008,Severe Storm,1
19089,2010,Severe Storm,1
19089,2013,Severe Storm,2
19089,2015,Severe Storm,1
19089,2016,Flood,1
19089,2017,Flood,1
19089,2018,Severe Storm,1
19089,2019,Flood,1
19089,2020,Biological,2
19089,2022,Severe Storm,1
19091,2001,Severe Storm,1
19091,2004,Severe Storm,1
19091,2005,Hurricane,1
19091,2007,Severe Storm,2
19091,2007,Snowstorm,1
19091,2008,Severe Storm,1
19091,2010,Severe Storm,1
19091,2014,Flood,1
19091,2018,Severe Storm,1
19091,2019,Flood,1
19091,2020,Biological,2
19091,2022,Severe Storm,1
19093,2004,Severe Storm,1
19093,2005,Hurricane,1
19093,2007,Severe Storm,1
19093,2007,Snowstorm,1
19093,2010,Severe Storm,3
19093,2011,Severe Storm,1
19093,2013,Severe Storm,1
19093,2014,Flood,1
19093,2014,Severe Storm,1
19093,2019,Flood,1
19093,2020,Biological,2
19095,2002,Flood,1
19095,2004,Severe Storm,1
19095,2005,Hurricane,1
19095,2007,Severe Storm,1
19095,2008,Severe Ice Storm,1
19095,2008,Severe Storm,1
19095,2010,Severe Storm,1
19095,2013,Flood,1
19095,2013,Severe Storm,1
19095,2014,Severe Storm,1
19095,2019,Flood,1
19095,2020,Biological,2
19095,2020,Severe Storm,1
19097,2001,Severe Storm,1
19097,2002,Flood,1
19097,2004,Severe Storm,1
19097,2005,Hurricane,1
19097,2007,Severe Storm,1
19097,2008,Severe Storm,1
19097,2010,Severe Storm,1
19097,2011,Severe Storm,1
19097,2014,Severe Storm,1
19097,2019,Flood,1
19097,2020,Biological,2
19097,2020,Severe Storm,1
19099,2004,Severe Storm,1
19099,2005,Hurricane,1
19099,2007,Severe Storm,1
19099,2008,Severe Storm,1
19099,2010,Severe Storm,1
19099,2013,Severe Storm,1
19099,2014,Severe Storm,1
19099,2019,Flood,1
19099,2020,Biological,2
19099,2020,Severe Storm,1
19101,2005,Hurricane,1
19101,2007,Severe Storm,1
19101,2008,Severe Ice Storm,1
19101,2013,Flood,1
19101,2015,Severe Storm,1
19101,2020,Biological,2
19103,2002,Flood,1
19103,2004,Severe Storm,1
19103,2005,Hurricane,1
19103,2007,Severe Storm,1
19103,2008,Severe Ice Storm,1
19103,2008,Severe Storm,1
19103,2013,Flood,1
19103,2013,Severe Storm,1
19103,2014,Severe Storm,1
19103,2020,Biological,2
19103,2020,Severe Storm,1
19105,2002,Flood,1
19105,2004,Severe Storm,1
19105,2005,Hurricane,1
19105,2007,Severe Storm,1
19105,2008,Severe Ice Storm,1
19105,2008,Severe Storm,1
19105,2010,Severe Storm,1
19105,2013,Severe Storm,2
19105,2014,Severe Storm,1
19105,2019,Flood,1
19105,2020,Biological,2
19105,2020,Severe Storm,1
19107,2005,Hurricane,1
19107,2007,Severe Storm,1
19107,2008,Severe Ice Storm,1
19107,2008,Severe Storm,1
19107,2010,Severe Storm,1
19107,2013,Flood,1
19107,2013,Severe Storm,1
19107,2014,Severe Storm,1
19107,2019,Flood,1
19107,2020,Biological,2
19109,2004,Severe Storm,1
19109,2005,Hurricane,1
19109,2007,Snowstorm,1
19109,2008,Severe Storm,1
19109,2010,Severe Storm,1
19109,2014,Flood,1
19109,2018,Severe Storm,1
19109,2019,Flood,1
19109,2020,Biological,2
19111,2001,Severe Storm,1
19111,2002,Flood,1
19111,2005,Hurricane,1
19111,2007,Severe Storm,1
19111,2008,Severe Storm,1
19111,2010,Severe Storm,2
19111,2013,Flood,1
19111,2013,Severe Storm,1
19111,2014,Severe Storm,1
19111,2015,Severe Storm,1
19111,2018,Severe Storm,1
19111,2019,Flood,1
19111,2020,Biological,2
19113,2002,Flood,1
19113,2004,Severe Storm,1
19113,2005,Hurricane,1
19113,2007,Severe Storm,1
19113,2008,Severe Ice Storm,1
19113,2008,Severe Storm,1
19113,2013,Severe Storm,1
19113,2014,Severe Storm,1
19113,2017,Flood,1
19113,2020,Biological,2
19113,2020,Severe Storm,1
19115,2001,Severe Storm,1
19115,2002,Flood,1
19115,2004,Severe Storm,1
19115,2005,Hurricane,1
19115,2007,Severe Storm,1
19115,2008,Severe Storm,1
19115,2013,Severe Storm,1
19115,2019,Flood,1
19115,2020,Biological,2
19117,2001,Severe Storm,1
19117,2004,Severe Storm,1
19117,2005,Hurricane,1
19117,2008,Severe Ice Storm,1
19117,2008,Severe Storm,1
19117,2010,Severe Storm,1
19117,2013,Flood,1
19117,2015,Severe Storm,1
19117,2019,Flood,1
19117,2020,Biological,2
19119,2005,Hurricane,1
19119,2008,Severe Storm,1
19119,2010,Severe Storm,1
19119,2013,Severe Storm,2
19119,2014,Flood,1
19119,2018,Severe Storm,1
19119,2019,Flood,1
19119,2020,Biological,2
19121,2004,Severe Storm,1
19121,2005,Hurricane,1
19121,2008,Severe Ice Storm,1
19121,2008,Severe Storm,1
19121,2010,Severe Storm,2
19121,2019,Flood,1
19121,2020,Biological,2
19123,2005,Hurricane,1
19123,2007,Severe Storm,2
19123,2008,Severe Ice Storm,1
19123,2008,Severe Storm,1
19123,2010,Severe Storm,1
19123,2013,Severe Storm,1
19123,2014,Severe Storm,1
19123,2019,Flood,1
19123,2020,Biological,2
19125,2005,Hurricane,1
19125,2007,Severe Storm,1
19125,2008,Severe Ice Storm,1
19125,2008,Severe Storm,1
19125,2010,Severe Storm,1
19125,2013,Flood,1
19125,2015,Severe Storm,1
19125,2018,Severe Storm,1
19125,2020,Biological,2
19127,2004,Severe Storm,1
19127,2005,Hurricane,1
19127,2007,Severe Storm,1
19127,2008,Severe Storm,1
19127,2011,Severe Storm,1
19127,2013,Severe Storm,1
19127,2018,Severe Storm,1
19127,2019,Flood,1
19127,2020,Biological,2
19127,2020,Severe Storm,1
19129,2004,Severe Storm,1
19129,2005,Hurricane,1
19129,2007,Severe Storm,1
19129,2008,Severe Storm,1
19129,2010,Severe Storm,1
19129,2011,Flood,1
19129,2014,Severe Storm,1
19129,2019,Flood,1
19129,2020,Biological,2
19129,2022,Severe Storm,1
19131,2004,Severe Storm,1
19131,2005,Hurricane,1
19131,2007,Severe Storm,1
19131,2008,Severe Storm,1
19131,2013,Severe Storm,1
19131,2015,Severe Storm,1
19131,2016,Flood,1
19131,2017,Flood,1
19131,2017,Severe Storm,1
19131,2019,Flood,1
19131,2020,Biological,2
19131,2022,Severe Storm,1
19133,2005,Hurricane,1
19133,2007,Severe Storm,1
19133,2007,Snowstorm,1
19133,2008,Severe Storm,1
19133,2010,Severe Storm,2
19133,2011,Flood,1
19133,2011,Severe Storm,1
19133,2013,Severe Storm,1
19133,2019,Flood,1
19133,2020,Biological,2
19135,2004,Severe Storm,1
19135,2005,Hurricane,1
19135,2008,Severe Ice Storm,1
19135,2008,Severe Storm,1
19135,2010,Severe Storm,1
19135,2013,Flood,1
19135,2013,Severe Storm,1
19135,2015,Severe Storm,1
19135,2019,Flood,1
19135,2020,Biological,2
19137,2004,Severe Storm,1
19137,2005,Hurricane,1
19137,2007,Severe Storm,2
19137,2008,Severe Ice Storm,1
19137,2008,Severe Storm,1
19137,2010,Severe Storm,1
19137,2014,Severe Storm,1
19137,2019,Flood,1
19137,2020,Biological,2
19139,2001,Severe Storm,1
19139,2002,Flood,1
19139,2004,Severe Storm,1
19139,2005,Hurricane,1
19139,2007,Severe Storm,1
19139,2008,Severe Storm,1
19139,2013,Flood,1
19139,2014,Severe Storm,1
19139,2019,Flood,1
19139,2020,Biological,2
19139,2020,Severe Storm,1
19141,2005,Hurricane,1
19141,2007,Snowstorm,1
19141,2010,Severe Storm,2
19141,2013,Severe Storm,2
19141,2018,Severe Storm,1
19141,2019,Flood,1
19141,2020,Biological,2
19143,2005,Hurricane,1
19143,2007,Snowstorm,1
19143,2010,Severe Storm,1
19143,2013,Severe Storm,1
19143,2014,Flood,1
19143,2018,Severe Storm,1
19143,2019,Flood,1
19143,2020,Biological,2
19145,2004,Severe Storm,1
19145,2005,Hurricane,1
19145,2007,Severe Storm,1
19145,2008,Severe Ice Storm,1
19145,2008,Severe Storm,1
19145,2010,Severe Storm,1
19145,2019,Flood,1
19145,2020,Biological,2
19147,2001,Severe Storm,1
19147,2004,Severe Storm,1
19147,2005,Hurricane,1
19147,2007,Severe Storm,1
19147,2007,Snowstorm,1
19147,2008,Severe Storm,1
19147,2010,Severe Storm,3
19147,2013,Severe Storm,1
19147,2014,Flood,1
19147,2018,Severe Storm,1
19147,2019,Flood,1
19147,2020,Biological,2
19147,2022,Severe Storm,1
19149,2005,Hurricane,1
19149,2007,Snowstorm,1
19149,2010,Severe Storm,1
19149,2013,Severe Storm,1
19149,2014,Flood,1
19149,2019,Flood,1
19149,2020,Biological,2
19151,2004,Severe Storm,1
19151,2005,Hurricane,1
19151,2007,Severe Storm,2
19151,2007,Snowstorm,1
19151,2008,Severe Storm,1
19151,2010,Severe Storm,3
19151,2011,Severe Storm,1
19151,2014,Flood,1
19151,2018,Severe Storm,1
19151,2019,Flood,1
19151,2020,Biological,2
19151,2022,Severe Storm,1
19153,2004,Severe Storm,1
19153,2005,Hurricane,1
19153,2007,Severe Storm,1
19153,2008,Severe Storm,1
19153,2010,Severe Storm,1
19153,2018,Severe Storm,1
19153,2019,Flood,1
19153,2020,Biological,2
19153,2020,Severe Storm,1
19155,2001,Severe Storm,1
19155,2004,Severe Storm,1
19155,2005,Hurricane,1
19155,2007,Severe Storm,1
19155,2007,Snowstorm,1
19155,2008,Severe Storm,1
19155,2010,Severe Storm,2
19155,2011,Flood,1
19155,2014,Severe Storm,1
19155,2019,Flood,1
19155,2020,Biological,2
19157,2004,Severe Storm,1
19157,2005,Hurricane,1
19157,2007,Severe Storm,1
19157,2008,Severe Storm,1
19157,2013,Severe Storm,1
19157,2014,Severe Storm,1
19157,2020,Biological,2
19157,2020,Severe Storm,1
19159,2001,Severe Storm,1
19159,2005,Hurricane,1
19159,2007,Severe Storm,1
19159,2008,Severe Ice Storm,1
19159,2008,Severe Storm,1
19159,2010,Severe Storm,1
19159,2013,Flood,1
19159,2014,Severe Storm,1
19159,2019,Flood,1
19159,2020,Biological,2
19161,2001,Severe Storm,1
19161,2004,Severe Storm,1
19161,2005,Hurricane,1
19161,2007,Severe Storm,1
19161,2007,Snowstorm,1
19161,2010,Severe Storm,2
19161,2011,Severe Storm,1
19161,2013,Severe Storm,1
19161,2014,Flood,1
19161,2019,Flood,1
19161,2020,Biological,2
19161,2022,Severe Storm,1
19163,2001,Severe Storm,1
19163,2002,Flood,1
19163,2004,Severe Storm,1
19163,2005,Hurricane,1
19163,2008,Severe Storm,1
19163,2019,Flood,1
19163,2020,Biological,2
19163,2020,Severe Storm,1
19165,2004,Severe Storm,1
19165,2005,Hurricane,1
19165,2007,Severe Storm,1
19165,2007,Snowstorm,1
19165,2010,Severe Storm,3
19165,2014,Severe Storm,1
19165,2019,Flood,1
19165,2020,Biological,2
19167,2005,Hurricane,1
19167,2010,Severe Storm,2
19167,2013,Severe Storm,2
19167,2014,Flood,1
19167,2018,Severe Storm,1
19167,2019,Flood,1
19167,2020,Biological,2
19169,2004,Severe Storm,1
19169,2005,Hurricane,1
19169,2007,Severe Storm,1
19169,2008,Severe Storm,1
19169,2010,Severe Storm,2
19169,2011,Severe Storm,1
19169,2013,Severe Storm,1
19169,2018,Severe Storm,1
19169,2020,Biological,2
19169,2020,Severe Storm,1
19171,2004,Severe Storm,1
19171,2005,Hurricane,1
19171,2007,Severe Storm,1
19171,2008,Severe Storm,1
19171,2011,Severe Storm,1
19171,2013,Severe Storm,1
19171,2014,Severe Storm,1
19171,2019,Flood,1
19171,2020,Biological,2
19171,2020,Severe Storm,1
19173,2004,Severe Storm,1
19173,2005,Hurricane,1
19173,2007,Severe Storm,1
19173,2008,Severe Ice Storm,1
19173,2008,Severe Storm,1
19173,2010,Severe Storm,1
19173,2014,Severe Storm,1
19173,2020,Biological,2
19175,2001,Severe Storm,1
19175,2005,Hurricane,1
19175,2007,Severe Storm,2
19175,2008,Severe Ice Storm,1
19175,2008,Severe Storm,1
19175,2010,Severe Storm,2
19175,2019,Flood,1
19175,2020,Biological,2
19177,2005,Hurricane,1
19177,2007,Severe Storm,2
19177,2008,Severe Ice Storm,1
19177,2008,Severe Storm,1
19177,2010,Severe Storm,1
19177,2013,Flood,1
19177,2018,Severe Storm,1
19177,2020,Biological,2
19177,2022,Severe Storm,1
19179,2001,Severe Storm,1
19179,2004,Severe Storm,1
19179,2005,Hurricane,1
19179,2007,Severe Storm,2
19179,2008,Severe Ice Storm,1
19179,2008,Severe Storm,1
19179,2010,Severe Storm,1
19179,2013,Flood,1
19179,2013,Severe Storm,1
19179,2019,Flood,1
19179,2020,Biological,2
19181,2004,Severe Storm,1
19181,2005,Hurricane,1
19181,2008,Severe Ice Storm,1
19181,2008,Severe Storm,1
19181,2010,Severe Storm,1
19181,2013,Flood,1
19181,2015,Severe Storm,1
19181,2018,Severe Storm,1
19181,2020,Biological,2
19183,2004,Severe Storm,1
19183,2005,Hurricane,1
19183,2007,Severe Storm,1
19183,2008,Severe Ice Storm,1
19183,2008,Severe Storm,1
19183,2010,Severe Storm,1
19183,2014,Severe Storm,1
19183,2020,Biological,2
19183,2020,Severe Storm,1
19185,2004,Severe Storm,1
19185,2005,Hurricane,1
19185,2007,Severe Storm,1
19185,2008,Severe Ice Storm,1
19185,2008,Severe Storm,1
19185,2010,Severe Storm,1
19185,2013,Flood,1
19185,2014,Severe Storm,1
19185,2015,Severe Storm,1
19185,2019,Flood,1
19185,2020,Biological,2
19187,2001,Severe Storm,1
19187,2004,Severe Storm,1
19187,2005,Hurricane,1
19187,2007,Severe Storm,1
19187,2007,Snowstorm,1
19187,2008,Severe Storm,1
19187,2010,Severe Storm,1
19187,2013,Severe Storm,1
19187,2018,Severe Storm,1
19187,2019,Flood,1
19187,2020,Biological,2
19187,2022,Severe Storm,1
19189,2004,Severe Storm,1
19189,2005,Hurricane,1
19189,2007,Severe Storm,1
19189,2007,Snowstorm,1
19189,2008,Severe Storm,1
19189,2013,Severe Storm,1
19189,2014,Flood,1
