,SORT_INDEX,TITLE,ID,FILING_DATE,RECORD_NUM,FORMED_IN,AGENT,STATUS,ENTITY_TYPE,STANDING,ALERT,CAN_REINSTATE,CAN_FILE_AR,CAN_FILE_REINSTATEMENT,Standing - SOS,Standing - FTB,Standing - Agent,Standing - VCFCF,Formed In,Entity Type,NumResult,CompanyName,Inactive Date,Foreign Name,Principal Address,Mailing Address,Filing Type,Status,Term of Duration
0,0,['GYRFALCON TECHNOLOGY INC. (3974154)'],2150291,01/03/2017,3974154,DELAWARE,JINING  WANG,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Gyrfalcon Technology,,,,,,,
0,0,"['BLUEX TRADE, INC. (4238874)']",1866104,01/30/2019,4238874,DELAWARE,VANESSA HARTIGAN,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,2,BlueX Trade,,,,,,,
0,0,"['DELOS ECO LIVING CONSULTANTS, LLC (201627310415)']",5726019,09/29/2016,201627310415,CALIFORNIA,JEFFREY HELFER,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,2,Delos Insurance Solutions,03/11/2019,,,,,,
0,0,"['A&A XSSENTIALS, INC (3977414)']",2970060,01/03/2017,3977414,CALIFORNIA,VAHIK  MARKOSYAN,Suspended - FTB,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,26,XS Financial,02/01/2022,,,,,,
0,0,"[""ALL THAT'S WRIGHT LLC (202016910177)""]",4836937,06/16/2020,202016910177,CALIFORNIA,NO AGENT,Active,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Good,Good,Not Good,Good,CALIFORNIA,Limited Liability Company - CA,33,That's No Moon,,,,,,,
0,0,"['11 CRYSTAL WAVES, LLC (201709710120)']",6610383,03/28/2017,201709710120,CALIFORNIA,HAOLEI SHANG,Suspended - SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,CALIFORNIA,,162,Wave Sports + Entertainment,01/04/2022,,,,,,
0,0,"['MULLEN BROTHERS IMAGING, INC. (3701173)']",4436759,08/11/2014,3701173,CALIFORNIA,TIMOTHY J MULLEN,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,8,Mullen Technologies,11/13/2017,,,,,,
0,0,"['3D IMAGE SYSTEMS, INC. (2185125)']",4504671,01/24/2000,2185125,NEVADA,CHRIS  ESTEY,Forfeited - FTB,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Not Good,Good,Good,NEVADA,,169,Image Metrics,07/01/2003,,,,,,
0,0,"['ADVANCED KERNELS, LLC (201601610051)']",5078268,01/07/2016,201601610051,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,5,Kernel,07/02/2020,,,,,,
0,0,['ACCLAIM VOLLEYBALL CLUB LLC (201804010226)'],7133309,01/26/2018,201804010226,CALIFORNIA,MICHAELA NICHOLE O'BRIEN,Terminated,Limited Liability Company - CA,Good,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,,38,Volley Automation,05/02/2022,,,,,,
0,0,['ADAPTIV.IO INC. (2997275)'],3736414,05/03/2007,2997275,DELAWARE,STEVE  HOFFMAN,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,1,Adaptiv.io,06/13/2019,,,,,,
0,0,"['1540 SR, LLC (201510510218)']",6696079,04/14/2015,201510510218,CALIFORNIA,SAMANTHA FELD,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,240,SR Labs,06/26/2015,,,,,,
0,0,"['4 THE COMMON GOOD, INC. (3580102)']",384618,06/17/2013,3580102,CALIFORNIA,MARK  YOUNG,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,500,The Ranch at Laguna Beach,11/23/2020,,,,,,
0,0,"['PLAYDEK, INC. (3398217)']",3172580,08/03/2011,3398217,CALIFORNIA,JOEL  GOODMAN,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,3,Playdek,08/15/2011,,,,,,
0,0,['BLAST OFF MUZIK LLC (201329710145)'],5983056,10/22/2013,201329710145,CALIFORNIA,,Suspended - FTB,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Good,Not Good,Not Good,Good,CALIFORNIA,,3,MUZIK,09/04/2018,,,,,,
0,0,"['SYNG, INC. (4148166)']",1540464,05/01/2018,4148166,DELAWARE,WINDFRED  BAKER,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,3,Syng,,,,,,,
0,0,['A TOKEN OF LOVE (4021677)'],3455927,04/28/2017,4021677,CALIFORNIA,SHAUNA NICHELE LOWRY,Suspended - FTB/SOS,Nonprofit Corporation - CA - Public Benefit,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,14,Token Daily ,08/27/2019,,,,,,
0,0,"['OLIO DEVICES, INC. (3612410)']",3422480,10/16/2013,3612410,DELAWARE,STEVEN  JACOBS,Forfeited - FTB,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Not Good,Good,Good,DELAWARE,,3,Olio Devices,03/01/2019,,,,,,
0,0,"['ARCHITECTURAL CANVAS, INC. (3654407)']",2663014,03/07/2014,3654407,CALIFORNIA,ROSANA  BURG,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,23,Canvas ,04/18/2019,,,,,,
0,0,"['1405 BLUEBIRD INVESTMENT GROUP, LLC (200210510108)']",6043705,04/11/2002,200210510108,CALIFORNIA,ALEXANDRE IAN CORNELIUS,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,412,Blue Noodle,01/25/2012,,,,,,
0,0,"['SINCERELY BETH, LLC (201103510413)']",5753563,01/24/2011,201103510413,CALIFORNIA,APRIL E STEWART,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,2,Sincerely,02/01/2016,,,,,,
0,0,"['KRUGLE, INC. (2740323)']",4147790,04/01/2005,2740323,CALIFORNIA,JAMES  KOSHLAND,Merged Out,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,2,Krugle,09/21/2005,,,,,,
0,0,"['CLAYBOURNE INDUSTRIES, INC. (4066841)']",3376393,09/20/2017,4066841,CALIFORNIA,"LEGALZOOM.COM, INC.",Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,1,Claybourne,,,,,,,
0,0,['DITTO PLATINUM (4172176)'],1772552,07/13/2018,4172176,CALIFORNIA,SHLOMO NIR,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,3,Ditto ,09/12/2022,,,,,,
0,0,"['3003 BUNKER HILL LANE, LLC (201507810451)']",6458434,03/19/2015,201507810451,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Limited Liability Company - Out of State,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,13,Bunker,04/20/2015,,,,,,
0,0,['141 WORLDWIDE BOOMERANG INC. (2757261)'],2522165,07/13/2005,2757261,DELAWARE,CORPORATE CREATIONS NETWORK INC.,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,24,BOOM! Studios,03/14/2014,,,,,,
0,0,['BOSS BRAT LLC (201719910106)'],5487982,07/12/2017,201719910106,CALIFORNIA,CHARLES BIAS,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,13,Brat TV,02/01/2019,,,,,,
0,0,['LUMINARY & CO (4293965)'],2358201,07/01/2019,4293965,CALIFORNIA,Toan Nguyen,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,7,Luminary ,,,,,,,
0,0,['ANNUAL DAY ZERO PACIFIC CREST TRAIL KICKOFF (ADZPCTKO) (3039534)'],3103235,04/24/2008,3039534,CALIFORNIA,CARL P SIECHERT,Active,Nonprofit Corporation - CA - Public Benefit,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Nonprofit Corporation - CA - Public Benefit,44,Zero Labs Automotive,,,,,,,
0,0,['G&G TEMPORARY AGRICULTURAL WORKERS CONSULTANTS (3617589)'],2359188,11/04/2013,3617589,CALIFORNIA,SILVIA A SUN,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,11,Tempo ,02/22/2016,,,,,,
0,0,['7 DELTA INC. (3644385)'],1612227,01/28/2014,3644385,MARYLAND,C T CORPORATION SYSTEM,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,MARYLAND,,93,Delta Energy & Communications,01/21/2015,,,,,,
0,0,['HELLO GIGGLES LLC (201107710174)'],6312998,03/04/2011,201107710174,CALIFORNIA,STEVEN R PINES,Converted Out,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,16,Hello Iconic,12/05/2013,,,,,,
0,0,['24 HOUR URGENT CARE OF THE DESERT & SPECIALTY PHYSICIANS (3713198)'],265184,09/25/2014,3713198,CALIFORNIA,,Suspended - FTB,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Good,Not Good,Not Good,Good,CALIFORNIA,,500,The Virtual Reality Company,09/01/2017,,,,,,
0,0,['HELIOS ENERGY (4168503)'],2877516,06/26/2018,4168503,CALIFORNIA,TAYLOR CROUSE,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,11,Helios Data,,,,,,,
0,0,['AMPERE COMPUTING EMPLOYER LLC (201730610073)'],5816048,10/25/2017,201730610073,DELAWARE,C T CORPORATION SYSTEM,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Limited Liability Company - Out of State,3,Ampere Motor,,,,,,,
0,0,"['7 JR RIVAS, LLC (201236310250)']",4943600,12/17/2012,201236310250,CALIFORNIA,JUSTINA RIVAS JOSE RIVAS,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,19,RIVA Audio,10/18/2016,,,,,,
0,0,"['ALMANAC BEER CO., LLC (201002110202)']",6130327,01/20/2010,201002110202,CALIFORNIA,DAMIAN FAGAN,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,2,Almanac Beer Co.,,,,,,,
0,0,"['TREVI & ASSOCIATES, INC. (4043056)']",3587404,11/17/2010,4043056,CALIFORNIA,CES TOMACRUZ MADISON,Suspended - SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,CALIFORNIA,,4,Trevi Systems,01/28/2020,,,,,,
0,0,['MANE TOPIA LLC (202017610068)'],6577610,06/23/2020,202017610068,CALIFORNIA,"LEGALINC REGISTERED AGENTS, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,6,Topia ),03/17/2021,,,,,,
0,0,['GOLDEN GOOSE SCP LLC (201820810447)'],5615612,07/25/2018,201820810447,CALIFORNIA,CINOTTI MASSERAT,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,35,SCP Hotels,,,,,,,
0,0,['ANOTHER CURIOSITY INC (4705117)'],220131,02/25/2021,4705117,CALIFORNIA,SIYANG YIN,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,40,Curio ),,,,,,,
0,0,"['KARLA F SOLIS, D.D.S, INC. (3136630)']",4026088,12/23/2008,3136630,CALIFORNIA,KARLA  SOLIS,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,8,Solis ,,,,,,,
0,0,"['[E-TELEQUOTE INSURANCE SOLUTIONS, INC.] (3659145)']",419943,03/21/2014,3659145,FLORIDA,C T CORPORATION SYSTEM,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,FLORIDA,,500,I V Y Labs,,"[E-TELEQUOTE INSURANCE, INC.]",,,,,
0,0,['LA SIRENA PARTNERS LLC (202030910195)'],5820471,11/02/2020,202030910195,CALIFORNIA,VIRGINIA CROUDACE,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,21,Siren ,,,,,,,
0,0,['AXE DOUBLES LLC (201918910220)'],7193747,07/03/2019,201918910220,CALIFORNIA,TOBY VARGAS TVETC@VARGASBIZ.COM,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,167,Double Loop Games,,,,,,,
0,0,['SINGULARITY 6 CORPORATION (4131873)'],686219,03/20/2018,4131873,DELAWARE,ANTHONY LEUNG,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,13,Singularity 6,,,,,,,
0,0,"['IDECCA, INC. (3623199)']",3171247,12/03/2013,3623199,DELAWARE,CHANJONG  PARK,Forfeited - FTB,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Not Good,Good,Good,DELAWARE,,1,Idecca,11/01/2017,,,,,,
0,0,['19 HERON STREET PARTNERS LLC (201914810069)'],5918017,05/22/2019,201914810069,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,139,Hero Bread,11/07/2022,,,,,,
0,0,"['POP-UP MAGAZINE PRODUCTIONS, INC. (3586031)']",1464260,07/09/2013,3586031,DELAWARE,CHARLES EDWARDS,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,4,Pop-Up Magazine Productions,,,,,,,
0,0,"['WERQWISE ONE, LLC (201722610484)']",6948052,08/14/2017,201722610484,CALIFORNIA,NAVEEN SATIAM KHUGPUTH,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,2,Werqwise,,,,,,,
0,0,['53 LUNAR LLC (201810310187)'],5799068,04/12/2018,201810310187,CALIFORNIA,ASHLEY BOLDUC,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,125,Luna Physical Therapy,,,,,,,
0,0,"['CONDATI, INC. (4035651)']",2767580,06/19/2017,4035651,DELAWARE,MARIELENA GARDNER,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,conDati,,,,,,,
0,0,"['(INCU) BRAND STUDIOS, INC. (3518086)']",1315882,10/31/2012,3518086,CALIFORNIA,BROOKS  BRANCH,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,500,St. Frank,,,,,,,
0,0,['GO VERTICAL 1 LLC (201301610049)'],6062857,01/15/2013,201301610049,CALIFORNIA,ROBERT M JONAS,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,29,Vertical Mass,11/21/2013,,,,,,
0,0,['ALPHA OMEGA VENTANA HOSPICE LLC (4123681)'],81751,02/27/2018,4123681,CALIFORNIA,PARACORP INCORPORATED,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,8,Ventana Micro Systems,,,,,,,
0,0,"['BANNED WAGON ENTERTAINMENT, INC. (2608861)']",79983,03/22/2004,2608861,CALIFORNIA,CHARLES  KING,Suspended - FTB/SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,42,Wag Hotels,09/14/2006,,,,,,
0,0,"['FREEBIRD FILMS, INC. (3759340)']",1350562,02/23/2015,3759340,DELAWARE,JESSICA SCOTT,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Freebird Rides,,,,,,,
0,0,"['REPURPOSE, LLC (201006810101)']",6468123,03/05/2010,201006810101,CALIFORNIA,PARACORP INCORPORATED,Merged Out,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,Repurpose ,09/01/2011,,,,,,
0,0,"['LEGACY TANGIBLE ASSET FUND, LLC (201118910201)']",6158529,07/08/2011,201118910201,DELAWARE,,Forfeited - FTB,Limited Liability Company - Out of State,Not Good Standing,False,False,True,False,Good,Not Good,Not Good,Good,DELAWARE,,5,Tangible Science,06/02/2014,,,,,,
0,0,"['BEVERLY HILLS 27 NAKED MEN, LLC (201514610152)']",4594953,05/19/2015,201514610152,CALIFORNIA,DANA PARK,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,20,Naked ,10/02/2017,,,,,,
0,0,['GRIZZLY SPATIAL LLC (201718410052)'],5828105,06/26/2017,201718410052,CALIFORNIA,"INCORP SERVICES, INC.",Suspended - SOS,Limited Liability Company - CA,Not Good,False,False,True,False,Not Good,Good,Good,Good,CALIFORNIA,,8,Spatial,12/16/2022,,,,,,
0,0,['NO SWET INC. (3726140)'],3801781,11/07/2014,3726140,CALIFORNIA,ANA DELMY VELAZQUEZ,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,3,Swet Tailor,08/31/2017,,,,,,
0,0,"['BRYJ TECHNOLOGIES, INC. (3619236)']",661864,11/18/2013,3619236,DELAWARE,C T CORPORATION SYSTEM,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Bryj,,,,,,,
0,0,"['AMERICAN RIVER COMPANION CARE, LLC (201626610183)']",6613339,09/15/2016,201626610183,CALIFORNIA,DANA LOVE MCMILLAN,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,22,Companion,,,,,,,
0,0,"['AACP CHINA GROWTH INVESTORS V, L.P. (201323500002)']",5483619,08/21/2013,201323500002,Other,WILLIAM D LAFAYETTE,Active,Limited Partnership - Out of State,Good Standing,False,False,False,False,,Good,Good,,Other,Limited Partnership - Out of State,116,China Live,,,"ONE MARITIME PLZ STE 1000
SAN FRANCISCO, CA 94111","ONE MARITIME PLZ STE 1000
SAN FRANCISCO,CA94111",,,
0,0,"['CARE WITH NIGHTINGALE, INC (3673902)']",674756,04/23/2014,3673902,CALIFORNIA,AAMIR  IRSHAD,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,7,Nightingale Security,12/08/2014,,,,,,
0,0,"['BERING SEA X, LLC (201415710438)']",5125924,06/04/2014,201415710438,ALASKA,COGENCY GLOBAL INC.,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,ALASKA,,1,BSX Vapor,,"BSX, LLC",,,,,
0,0,"['BIOXYTECH RETINA, INC. (3998402)']",329757,02/24/2017,3998402,DELAWARE,ALI BASIRI,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,4,Retina ,,,,,,,
0,0,"['A & A THERAPY CENTER, INC. (2423315)']",1046435,07/10/2002,2423315,CALIFORNIA,AHMED  HASSAN,Suspended - FTB,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,500,The Young Turks,12/01/2005,,,,,,
0,0,"['FAMILIES TOGETHER MISSIONARY BAPTIST CHURCH, INC (2625943)']",2994377,05/25/2004,2625943,CALIFORNIA,CEDRICK  ALEXANDER,Suspended - FTB,Nonprofit Corporation - CA - Religious,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,19,Together Labs,01/04/2016,,,,,,
0,0,"['1325 BLUE GUM, LLC (201630610264)']",5388708,10/26/2016,201630610264,CALIFORNIA,TIMOTHY F SHIELDS,Active,Limited Liability Company - CA,Good,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,500,Blue Cedar,,,,,,,
0,0,"['CLOUDPIC, INC. (3086439)']",436650,02/15/2008,3086439,DELAWARE,RICHARD  CHUANG,Terminated,Stock Corporation - Out of State - Stock,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,DELAWARE,,1,Cloudpic Global,01/02/2018,,,,,,
0,0,['#LML LIFESTYLE INC. (3614813)'],3874071,10/28/2013,3614813,CALIFORNIA,"LEGALZOOM.COM, INC.",Suspended - FTB,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,89,Lifestyle of Giving,06/01/2016,,,,,,
0,0,"['1138 STARBIRD, LLC (201416110040)']",5796904,06/09/2014,201416110040,CALIFORNIA,KRISTI KIRWAN,Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,1,Starbird Chicken,12/07/2017,,,,,,
0,0,['24/7 LOCAL SERVICES LOS ANGELES LLC (202007010643)'],6021514,03/01/2020,202007010643,CALIFORNIA,OMAR FERNANDEZ,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,173,Local Kitchens,,,,,,,
0,0,"['WAY2B1.COM, INC. (3809600)']",3534089,07/21/2015,3809600,DELAWARE,Brett Abrams,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Way2B1,,,,,,,
0,0,['DALI TRANSACTION CENTER LLC (200612510241)'],4671214,05/03/2006,200612510241,CALIFORNIA,CARY D. ARNOLD,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,7,Dali Wireless,12/02/2013,,,,,,
0,0,"['RELAY2, INC. (3386654)']",1648676,06/03/2011,3386654,DELAWARE,SOPHEI  YEH,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Relay2,,,,,,,
0,0,"['126 FORESIGHT CO, INC. (4117912)']",3833043,02/26/2018,4117912,CALIFORNIA,PAGE VILLALUNA,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,8,Foresight,,,,,,,
0,0,"['GRAZE LOCAL, LLC (201721310376)']",7115770,07/25/2017,201721310376,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,3,Graze Mowing ,06/01/2021,,,,,,
0,0,['10250 CONSTELLATION TENANT LLC (201614010321)'],5738995,05/12/2016,201614010321,NEW YORK,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,NEW YORK,Limited Liability Company - Out of State,16,Constella Intelligence,,,,,,,
0,0,['10250 CONSTELLATION TENANT LLC (201614010321)'],5738995,05/12/2016,201614010321,NEW YORK,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,NEW YORK,Limited Liability Company - Out of State,16,Constella,,,,,,,
0,0,"['2017 PORTFOLIO TWO, LLC (201630910164)']",5388490,10/31/2016,201630910164,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,,256,Two Chairs,05/26/2022,,,,,,
0,0,"['MD ONSITE, INC. (3592447)']",612907,07/31/2013,3592447,CALIFORNIA,,Suspended - FTB,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Good,Not Good,Not Good,Good,CALIFORNIA,,14,OnSite Waste Technologies,06/01/2015,,,,,,
0,0,['10620 PARALLEL PARKWAY LLC (202029410736)'],5654129,10/16/2020,202029410736,CALIFORNIA,ANTHONY SOUZA,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,27,Parallel Systems ,,,,,,,
0,0,['LACUNA BEHAVIOR CONSULTING LLC (201821410261)'],5616655,07/31/2018,201821410261,CALIFORNIA,KATIE  MARIE TURNER KATIE MARIE TURNER,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,5,Lacuna,06/14/2019,,,,,,
0,0,['LATENT BEGINNINGS LLC (201828410332)'],6491098,10/08/2018,201828410332,CALIFORNIA,CHRISTOPHER LA,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,4,Latent AI,03/04/2022,,,,,,
0,0,"['BIOGAS CONVERSIONS, LLC (201205310247)']",5397178,01/05/2012,201205310247,CALIFORNIA,RILEY CLARK,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,9,Conversio Health,03/24/2023,,,,,,
0,0,['AAA MINOR LEAGUE FOOTBALL HALL OF FAME CORP (3651717)'],4471157,03/03/2014,3651717,CALIFORNIA,"LEGALZOOM.COM, INC.",Suspended - FTB/SOS,Nonprofit Corporation - CA - Public Benefit,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,28,Fame Marketing & PR Agency,07/03/2017,,,,,,
0,0,"['ABSOLUTE PURE WATER, LLC (201736110044)']",5980042,12/18/2017,201736110044,CALIFORNIA,"CORPNET, INCORPORATED",Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,223,Pure Beauty,02/02/2021,,,,,,
0,0,['SMARTBIZ MEDIA INC. (3262315)'],1380866,12/07/2009,3262315,CALIFORNIA,ARTASHES  DARBINYAN,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,SmartBiz Loans,04/29/2011,,,,,,
