web-scraper-order,web-scraper-start-url,type
"1687171567-111","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, April 20, 2023"
"1687171567-112","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (2)  Zomato:  The Tech Portal —  Most Blinkit stores have resumed operations: Zomato  Qover  Finextra —  Qover hires Ed Ackerman as chief customer oficer  Fintech Finance —  Qover appoints Chief Customer Officer to drive customer engagement"
"1687171567-113","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, April 19, 2023"
"1687171567-114","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Customs4trade (C4T) raised €4,000,000  / Series Unknown from 42CAP and Hi Inov - Dentressangle News (9)  Maude  POPSUGAR Love & Sex —  The 8 Best Butt Plugs of 2023, According to Sex Experts  Modern Retail —  DTC brands are partnering with wellness studios for brand awareness  Well+Good —  In Honor of Earth Month, I Swapped (Almost) My Entire Beauty Routine for Compostable Products—Here’s What I’ll Be Keeping for the Long Haul  Pinterest:  TechCrunch —  Pinterest brings on Google Pixel VP to fill chief product officer position  Belong:  Startupticker-Ch —  Swiss pioneer Beelong gathers pace  Zomato  Inc42 —  Zomato, RBL Bank Nullify Partnership, Co-Branded Credit Cards Users Pay The Price  The Indian Express —  Zomato says most Blinkit stores resume operations amid workers’ protests  Inc42 —  Zomato Unfazed By Blinkit Store Closure & Workers’ Strike, Sees No Financial Impact  YourStory —  Blinkit delivery partners strike has no material impact on financial performance: Zomato Indus Business Line —  Zomato says disruptions to Blinkit dark stores will have no material impact mint —  Zomato clarifies on shutting down several Blinkit stores, stock rallies 5% 3 More Articles  TrafficLand:  PR Newswire —  TrafficLand, Inc. Announces Merger with SmartCTY Technologies  Luminar:  Globe Newswire —  GLOBALLY RECOGNIZED ROSEN LAW FIRM Encourages Luminar Technologies, Inc. Investors to Inquire About Securities Class Action Investigation – LAZR  Syantra:  GenomeWeb —  Syantra Obtains CE-IVD Mark for Breast Cancer Test  GitHub  The Register —  GitHub debuts pedigree check for npm packages via Actions  SiliconANGLE —  New GitHub tools help project integrity and security of the software supply chain  Bitpanda:  Paypers —  Bitpanda launches CFDs for crypto trading Show All"
"1687171567-115","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, April 18, 2023"
"1687171567-116","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Acquisition (1) Giosg.com acquired Whisbi for an undisclosed amount  Investments (1) Semgrep raised $53,000,000  / Series C from Felicis and 3 other investors  News (8)  GitHub  Security Affairs —  Security experts from ESET, have temporarily disrupted the operations of the RedLine Stealer with the help of GitHub.  Security Week —  Takedown of GitHub Repositories Disrupts RedLine Malware Operations  Zomato  mint —  Why Zomato’s profit path is rocky  YourStory —  Zomato ends co-branded credit card partnership with RBL Bank  Okta  ITPro —  The Okta hybrid work report 2023  Globe Newswire —  Carahsoft and Okta Present Expanded Identity Offering with New DISA Authorization to Service IL5 Applications for Department of Defense Customers  Relay Therapeutics:  Benzinga —  Why Relay Therapeutics Stock Is Plunging Today  Rockset:  Datanami —  Rockset Adds Vector Search for Real-time Machine Learning at Scale  Bitpanda:  Fintech Finance —  Bitpanda Leverage: A New Feature to Trade Crypto in All Market Conditions  KlearNow:  Scott Amyx —  Interview with Rick Tellez, Co-Founder of KlearNow  TranscribeMe:  Newswire —  Stenograph, LLC and TranscribeMe, Inc. Announce Exclusive Technology Partnership to Provide High-Accuracy Legal Transcriptions Show All"
"1687171567-117","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, April 17, 2023"
"1687171567-118","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Smart Reporting raised €15,000,000  / Debt Financing from European Investment Bank News (8)  GitHub:  Pulse 2.0 —  GitHub Reveals First Accelerator Cohort  Luminar  barrons.com —  Ford, VW, and Luminar Kick Off Shanghai Auto Show With Announcements  TechCrunch —  US lidar maker Luminar wants to light up China’s smart vehicles  Zomato  Inc42 Media —  Delivery Partners’ Strike To Hit Zomato-Owned Blinkit’s Revenue In Q1 FY24: ICICI Securities  BBC News —  Zomato: When a biryani flies hundreds of miles to reach Indians  mint —  Zomato-owned Blinkit delivery workers on strike, but analysts see up to 30% returns ahead  Ouster:  Automotive News —  Lidar maker Hesai denies patent-infringement claims by Ouster  Q4:  Business Wire —  Q4 Inc. Announces Appointment of Chief Operating Officer  Smart Reporting:  Tech.eu —  Smart Reporting receives €15 million from European Investment Bank to scale its AI-supported diagnostic clinical software  Tia:  Light Reading —  The Divide: TIA CEO David Stehlin on how to succeed with BEAD  Oshi Health:  Crunchbase News —  Tech Jobs: Here Are 5 Healthtech Startups With Recent Funding Hiring For Multiple Roles Show All"
"1687171567-119","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Sunday, April 16, 2023"
"1687171567-120","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Maude:  Allure —  15 Clitoral Vibrators, Stimulators, and Pulsators You Need to Try"
"1687171567-121","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, April 15, 2023"
"1687171567-122","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Oaky:  Skift Research —  Generative AI’s Impact on Travel"
"1687171567-123","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, April 14, 2023"
"1687171567-124","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Neuron soundware raised CZK160,000,000  / Grant from Horizon 2020 and Technology Agency of Czech Republic News (4)  Drip Capital  Inc42 —  Exclusive: Trade Financing Startup Drip Capital Lays Off 20% Employees  Inc42 —  Exclusive: Trade Financing Startup Drip Capital Lays Off 20% Employees  Darktrace  SecurityWeek —  Darktrace Denies Getting Hacked After Ransomware Group Names Company on Leak Site  BleepingComputer —  Darktrace: Investigation found no evidence of LockBit breach  Okta:  ITWire —  VIDEO INTERVIEW: Okta and SafetyCulture talk digital native businesses and the right tools and partners for the job  Luminar:  Automotive News —  Lidar maker Luminar's Mexico factory opens ahead of schedule"
"1687171567-125","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, April 13, 2023"
"1687171567-126","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (8)  Luminar:  Forbes —  Luminar Proves The Pundits Wrong With Successful Bring Up Of Mexico Plant  Pure Storage  Computer Weekly —  Auto-tech series - Pure Storage: The data automation imperative for developers  Seeking Alpha —  Pure Storage: The Dip Presents A Good Entry Point  Relay Therapeutics:  Benzinga —  Relay Therapeutics' Stock Price Premium Vs Peers Is Justified By Its Platform Technology, Analyst Says  Okta:  Crunchbase News —  Cybersecurity Funding Drops 58% From Q1 2022  Archer:  PE HUB —  Cinven to acquire risk management solutions provider Archer  Darktrace  UKTN | UK Tech News —  Darktrace warns of sales drop amid ‘macro-economic environment’  This is Money —  Darktrace bosses reassure investors amid dwindling new customer numbers but shares jump on encouraging outlook  Ouster:  Automotive News —  Lidar maker Ouster accuses Chinese rival of patent theft  Pinterest:  PYMNTS.com —  Pinterest Invests in Shopping Tech to Retain Platform’s Merchants Show All"
"1687171567-127","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, April 12, 2023"
"1687171567-128","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Doubtnut raised $2,500,000  / Convertible Note from Omidyar Network and 2 other investors  News (8)  Bluevine  PYMNTS.com —  Bluevine and Wise Partner on Cross-Border Payments for Small Businesses  Finextra —  Bluevine taps Wise for international payments  Fintech Finance —  Bluevine and Wise Launch International Bill-Pay Solution for U.S. SMBs  DOTS:  Jewish Business News —  DOTS Unveils New Agrotech  Pinterest  Tubefilter —  Pinterest is filling its original programming division with former YouTube executives  MarTech Series —  MarTech Interview with Stacy Malone, VP of Global Business Marketing at Pinterest  Social Media Today —  Pinterest Rolls Out Enhanced Protections for Teen Users  Rev:  Pulse 2.0 —  Revenue Intelligence Company Patri Raises $2.4 Million  GitHub  TechAcute —  GitHub Launches Copilot X to Advance Its Coding Process  NeoWin —  GitHub adds doggy bowls and fanny packs to its merch shop  Nature:  Business in Vancouver —  Nature’s Path walks away from organic farm  Pure Storage:  TechCircle —  Pure Storage’s India MD Ajeya Motaganahalli now takes on an expanded role  Okta:  Computer Weekly —  Okta integrates with Singapore’s national digital ID system Show All"
"1687171567-129","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, April 11, 2023"
"1687171567-130","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Acquisition (1) Gorilla Technology Group acquired Bacom Internetwork for an undisclosed amount  Investments (2) Oshi Health raised $30,000,000  / Series B from Bessemer Venture Partners and 5 other investors VERO Leasing raised $9,000,000  / Series B from Fifth Wall News (8)  Zomato:  Indus Business Line —  zoMaato or zoMaito? Zomato CEO Deepinder Goyal launches Twitter poll  Silo:  Moneyweb —  Silo Hotel at V&A Waterfront will have to undergo R30.6m in repair work  Oshi Health  Fierce Healthcare —  Virtual GI care startup Oshi Health takes up $30M backed by CVS, Takeda venture arms  Mobi Health News —  Oshi Health scores $30M to scale gastrointestinal care company  Pinterest:  Pinterest Newsroom —  Protecting teens’ personal space and safety on Pinterest  Cariloop  Fierce Healthcare —  Walgreens, Cariloop bring MS care coaches into select neurology-specialty pharmacies  Mobi Health News —  Walgreens partners with caregiver support company Cariloop  Core Scientific:  Coin Telegraph —  Core Scientific debtors petition bankruptcy court to approve new president  Credgenics:  Fintech Finance —  CreditFair Partners With Credgenics to Digitally Empower Loan Collections  GitHub:  The GitHub Blog —  Introducing the newest GitHub Shop collection Show All"
"1687171567-131","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, April 10, 2023"
"1687171567-132","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (7)  Luminar:  Business Wire —  LAZR INVESTOR NOTICE: ROSEN, LEADING INVESTOR COUNSEL, Encourages Luminar Technologies, Inc. Investors to Inquire About Securities Class Action Investigation – LAZR  Oshi Health:  Axios —  Exclusive: Oshi Health digests $30M Series B for digital care  Doubtnut  Entrackr —  Exclusive: Doubtnut slashes costs by 80%, raises $2.5 Mn in internal round  YourStory —  Edtech firm Doubtnut reduces workforce, explores acquisition deals: Report  Flytrex:  stattimes.com —  ‘This is a marathon, not a sprint’  Zomato:  YourStory —  JM Financial cuts Zomato growth forecast from 25% to 21% over FY23-27  Bitpanda:  Crowdfund Insider —  Crypto, Stocks, ETFs, Commodities Trading: Bitpanda Technology Solutions, Mambu to Provide Investment Options  Raiven:  Tempesta Media —  Tempesta Media’s MSP Bullseye Effect™ Increased Marketing Leads for Raiven by 255% Show All"
"1687171567-133","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, April 8, 2023"
"1687171567-134","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Acquisition (1) Recursion Pharmaceuticals acquired Valence Discovery for $47,500,000"
"1687171567-135","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, April 7, 2023"
"1687171567-136","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) VU raised $4,200,000  / Series Unknown News (6)  Celsius Network:  Coin Telegraph —  Celsius Network to make April 12 filing, including info on voting for restructuring plan  otto-js:  Newswire —  Cyber Attacks Surge in First Quarter, otto-js Partners With PCI Security Standards Council in Mission to Secure Payment Data Worldwide  Tia:  PR.com —  Tucker Company Worldwide Attending TIA 2023 Conference  Oshi Health:  MedCity News —  Oshi Health Scores Its 1st Commercial Contract Through VBC Partnership with Aetna  Ouster:  Business Wire —  Ouster to Consolidate Shares with 1-for-10 Reverse Stock Split  Pure Storage:  Storage —  The potential effects of Pure Storage's 300 TB SSDs Show All"
"1687171567-137","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, April 6, 2023"
"1687171567-138","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Brut raised $40,000,000  / Series D from CMA CGM Ventures and MoonPay News (8)  Tia:  Crunchbase News —  Why Do Health Care Startups Have The Same Names As My Human Friends?  Pod Foods Co:  PRNewswire —  Digital Food Supply Chain Leader Pod Foods Appoints Mike Schall as President  Maude  Cosmopolitan —  Presenting: Cosmo’s First (!) Ever (!) Lube Awards  esquire.com —  7 Best Lubes for Sensitive Skin and More Comfortable Sex  womenshealthmag.com —  12 Best Lubes For Sensitive Skin, According To Experts And Online Reviewers  Pinterest:  Benzinga —  This Pinterest Analyst Is Very Bullish, Bumps Up Price Target By 15%  Maple:  Globe Newswire —  Globex Optionee Maple Gold Reports Assay Results at Eagle Mine  GitHub  The GitHub Blog —  Building GitHub with Ruby and Rails  The GitHub Blog —  GitHub Issues & Projects – April 6th update  GeneDx:  GenomeWeb —  People in the News at CellMax Life, Jackson Lab, BC Platforms, GeneDx  Origin Materials:  Business Wire —  Origin Materials Co-Founder and Co-CEO to Participate in Credit Suisse Carbon Negative Conference 3.0 Show All"
"1687171567-139","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, April 5, 2023"
"1687171567-140","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Oshi Health:  Vator.tv —  Aetna adds in-network access to virtual digestive care company Oshi Health"
"1687171567-141","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, April 4, 2023"
"1687171567-142","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (2) Clue raised €7,000,000  / Series Unknown from Balderton Capital and Union Square VenturesKryptview raised $1,500,000  / Pre Seed from Bitpanda and 3 other investors  News (10)  Qover:  Coverager - Insurance news and insights —  Volta Trucks partners with Qover and Helvetia  Upbound:  ITPro Today: IT News, How-Tos, Trends, Case Studies, Career Tips, More —  Upbound Eases Platform Engineering with Managed Control Planes  Pinterest  TechCrunch —  Pinterest expands its Creator Fund for underrepresented groups to five more countries  Social Media Today —  Pinterest Announces Expansion of ‘Creator Inclusion Fund’ Program  Fortune —  How Pinterest’s chief people officer is renovating company culture after turmoil  Retail TouchPoints —  How Pinterest is Monetizing its Positive Corner of the Internet 1 More Article  Ingresse:  Game Developer —  Deep Dive: 5 lessons learned from 10 years of Ingress  Better Juice:  PRNewswire —  Better Juice Technology Reduces Sugar Loads in Berry Fruit Juices  Maude:  beautymatter.com —  Femtech: Make Way for Gen Z  Pure Storage:  Silicon Angle —  Unstructured workloads are taking over storage space, says Pure Storage exec  GitHub:  WebProNews —  GitHub Is Launching an Open Source Maintainer Community  Zomato:  Indian Web 2 —  Yulu and Zomato Join Hands to Make Last-Mile Deliveries Green  Snappy:  PRNewswire —  Snappy Announces Snappy for Salesforce on Salesforce AppExchange, the World's Leading Enterprise Cloud Marketplace Show All"
"1687171567-143","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, April 3, 2023"
"1687171567-144","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (6)  Darktrace:  CSO Online —  Darktrace/Email upgrade enhances generative AI email attack defense  Deep 6 AI  AP NEWS —  Deep 6 AI Appoints Jason Colbert New Chief Technology Officer  Seeking Alpha —  Deep 6 AI Appoints Jason Colbert New Chief Technology Officer  PRNewswire —  Deep 6 AI Appoints Jason Colbert New Chief Technology Officer  MarketWatch —  Deep 6 AI Appoints Jason Colbert New Chief Technology Officer markets.businessinsider.com —  Deep 6 AI Appoints Jason Colbert New Chief Technology Officer SocalTech —  Deep 6 AI Names CTO 3 More Articles  Bitpanda:  Fintech Schweiz Digital Finance News - FintechNewsCH —  Bitpanda and Mambu Partner to Offer Simplified Investment Options  Skylight Health Group:  Globe Newswire —  Skylight Health Announces Resignation of Board Member  Origin Materials:  Business Wire —  Origin Materials Announces Two New Appointments to Board of Directors  GitHub:  Android Headlines —  GitHub tasked with identifying the user who leaked Twitter source code Show All"
"1687171567-145","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, April 1, 2023"
"1687171567-146","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Rev:  The Independent.ie —  Banks and cars are the worst for everyday tech – is it any wonder Revolut does so well in Ireland?"
"1687171567-147","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, March 31, 2023"
"1687171567-148","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (4)  Flytrex:  commercialuavnews.com —  Flytrex, Skydio, Zipline, and Epirus Named to Fast Company’s Innovation List  Maude  Well+Good —  Maude Is Now the First Intimate-Care Brand To Launch In-Store at Sephora—Here Are the Top-Selling Items You’ll Find  Beauty Independent —  Manhattan’s Contact Sports Reimagines The Sex Shop  WWD —  Brick-and-Mortar Retailers Are Getting More Comfortable With Intimate Wellness  GitHub  Engadget —  Twitter’s recommendation algorithm is now on GitHub  Tech Times —  Twitter Releases Recommendation Algorithm on GitHub, Asking Users to Find its Flaws  Artie:  TechCrunch —  Artie sidesteps the app stores by putting high-quality games in your browser"
"1687171567-149","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, March 30, 2023"
"1687171567-150","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Acquisition (1) Purefacts Financial Solutions acquired Xtiva Financial Systems for an undisclosed amount  Investments (1) TROOP (formerly TroopTravel) raised $11,000,000  / Series B from All Iron Ventures and 3 other investors  News (3)  Luminar:  Business Wire —  INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of Luminar Technologies, Inc. (LAZR) on Behalf of Investors  TROOP (formerly TroopTravel):  EXPANSION —  La start up de viajes de negocio Troop levanta 10 millones en una nueva ronda  Maude:  Vogue Business —  Sephora bets on sexual wellness with in-store rollout of Maude"
"1687171567-151","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, March 29, 2023"
"1687171567-152","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Acquisition (1) SiteZeus acquired Synuma for an undisclosed amount  Investments (2) Inato raised $20,000,000  / Series A from Cathay Innovation and 3 other investors Cohesion raised $6,254,450  / Series Unknown News (5)  Vortexa:  Business Wire India —  Vortexa and Energy Aspects Announce Strategic Partnership  Vim:  Business Wire —  Vim Chosen by Yuvo Health to Bring Next-Generation Technology to FQHCs  Inato:  Mobi Health News —  Inato raises $20M to expand clinical trial site matching platform  GitHub:  Knowledge Trend Media —  Google Collaborates with Replit to Create a Coding Repository that Beats Microsoft GitHub  Zomato:  TechInAsia —  Gogoro seals B2B partnership with India’s Zomato"
"1687171567-153","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, March 28, 2023"
"1687171567-154","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Bink raised £9,000,000  / Series Unknown from Barclays Corporate Banking and Lloyds Banking Group News (8)  WorkWhile  Paypers —  Marqeta helps WorkWhile with accelerated wage access  TecHR Series —  WorkWhile and Marqeta Announce Partnership on New Card Solution to Offer Accelerated Wage Access for WorkWhile Workers  GitHub  YourStory —  GitHub lays off more than 140 employees in India  TechInAsia —  Microsoft’s GitHub culls over 140 jobs from India team  WinBeta —  Microsoft lays off at least 699, cuts come to SCIM, GitHub  Tech Times —  Github Virtually Lays off Entire Engineering Team in India—but Why? Inc42 —  Microsoft Owned-GitHub Lays Off 140+ Strong India Engineering Team 2 More Articles  Flytrex:  The Spoon —  French Fries & Bananas Top The List of Popular Drone-Delivered Items  Oscar Health  Forbes —  Oscar Health Taps Former Aetna Executive As New CEO, Replacing Insurer’s Co-Founder  Yahoo Finance —  Oscar Health names Mark Bertolini as new CEO, stock rises  Yahoo Finance —  ‘We are valuable to the customer base,’ incoming Oscar Health CEO says  Ripcord:  Ripcord —  Cutting $38 Billion in Government Document Management Costs with Ripcord’s AI and Robotics  Okta:  ARN —  Okta prompts partners to opt for ‘identity-first’ security  Zomato:  Telegraph India —  Gogoro, Zomato, Kotak Mahindra Prime join hands to accelerate adoption of EVs by delivery agents  Modius:  PR.com —  Modius Inc. Announces the Appointment of Oper8 Global as a Reseller Show All"
"1687171567-155","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, March 27, 2023"
"1687171567-156","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (6)  Okta  Tech Times —  Okta's Security Flaw May Allow Hacking of Passwords - Cybersecurity Experts Claim  Beta News —  Okta launches identity verification for Zoom users  Pinterest  Yahoo Finance —  Pinterest to reduce office spaces as part of restructuring  Indus Business Line —  Pinterest adds shopping capabilities to Shuffles  MarketWatch —  Pinterest has ‘ramping revenue growth’ in its future, analyst says in upgrade  Yahoo Finance —  UBS upgrades Pinterest stock on improving digital advertising conditions Yahoo Finance —  Pinterest CEO: We're trying to use A.I. in a way that is not addictive Benzinga —  Why Are Pinterest Shares Are Trading Higher On Monday? TechCrunch —  Pinterest is testing new ways to shop in Shuffles collages Business Journals —  Pinterest will place a full building in SoMa on sublease market 5 More Articles  GitHub  TechCrunch —  GitHub takes down repository containing Twitter’s source code  TechCircle —  GitHub's fresh round of layoffs impacts engineering team in India  TechCrunch —  GitHub slashes engineering team in India  The Verge —  Twitter says source code was leaked on GitHub, now it’s trying to find the culprit 1 More Article  Bink  UKTN | UK Tech News —  Customer loyalty fintech Bink secures £9m funding  Finextra Research —  Barclays and Lloyds-backed Bink secures £9 million safety net  Zomato:  The Indian Express —  SUN Mobility to power 50,000 electric two-wheelers of Zomato’s fleet over next two years  Nyriad:  Business Wire —  Nyriad Spotlighted in the 2023 CRN Partner Program Guide Show All"
"1687171567-157","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Sunday, March 26, 2023"
"1687171567-158","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (5)  GitHub:  Tech Times —  Twitter's Source Code Leaks on GitHub, as per Filing  Pinterest  Social Media Today —  Pinterest Adds New Display Options, Including Shoppable Items in Separate ‘Shuffles’ App  TechCrunch —  Pinterest brings shopping capabilities to Shuffles, its collage-making app  Pure Storage:  Seeking Alpha —  Pure Storage: A Buy Despite Lower Growth Rates Ahead  Tyro Payments:  Australian Financial Review —  Tyro Payments prices talks reach pointy end  Dave:  TechCrunch —  The story of how Dave took the long road to become a neobank"
"1687171567-159","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, March 25, 2023"
"1687171567-160","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (2)  BLender:  GitHub —  gd3kr/BlenderGPT  Maude:  Well+Good —  You Should Be Cleaning Your Sex Toys After Every Use—Here Are 11 Cleaners That Experts Recommend"
"1687171567-161","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, March 24, 2023"
